
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> 0							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
<Category> Vegetables							// Category Name
CaninaBerry,			    *,		10,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
SambucusBerry,	  		*,		10,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Ammo_new_762x39Ps, 10, 150, 10
		Ammo_new_762x39T45M, 10, 150, 10
		Ammo_new_762x39Us, 10, 150, 10
		Ammo_308WinTracer, 10, 150, 10
		Ammo_new_308WinM61, 10, 150, 10
		Ammo_new_308WinM62, 10, 150, 10
		Ammo_new_308WinM80, 10, 150, 10
		Ammo_new_308WinM993, 10, 150, 10
		Ammo_new_308WinUltraNosler, 10, 150, 10
		Ammo_new_308WinFMJ, 10, 150, 10
		Ammo_new_308WinSP, 10, 150, 10
		Ammo_380, 10, 10, 1
		Ammo_new_380BondedJh, 10, 10, 1
		Ammo_new_380Jhp, 10, 10, 1
		Ammo_new_380HydraShokJhp, 10, 10, 1
		Ammo_new_380SilvertipJhp, 10, 10, 1
		Ammo_new_380Xtp, 10, 10, 1
		Ammo_new_380Fmj, 10, 10, 1
		Ammo_762x54Tracer, 10, 150, 10
		Ammo_new_762x547Bt1, 10, 150, 10
		Ammo_new_762x547H37, 10, 150, 10
		Ammo_new_762x54Lps, 10, 150, 10
		Ammo_new_762x54Snb, 10, 150, 10
		Ammo_new_762x547H1, 10, 150, 100
		Ammo_new_762x54T46M, 10, 150, 10
		Ammo_408, 10, 150, 10
		Ammo_50Cal, 10, 200, 20
	<Category> Патроны в коробках
		AmmoBox_380_35rnd,		*,		28,		-1
		AmmoBox_9x19_25rnd,		*,		20,		-1
		AmmoBox_45ACP_25rnd,	*,		20,		-1
		AmmoBox_22_50Rnd,		*,		60,		20
		AmmoBox_00buck_10rnd,	*,		24,		10
		AmmoBox_12gaSlug_10Rnd,	*,		32,		20
		AmmoBox_9x39_20Rnd,		*,		32,		20
		AmmoBox_9x39AP_20Rnd,	*,		80,		60
		AmmoBox_308Win_20Rnd,	*,		80,		60
		AmmoBox_545x39_20Rnd,	*,		80,		60
		AmmoBox_556x45_20Rnd,	*,		80,		60
		AmmoBox_762x39_20Rnd,	*,		80,		60
		AmmoBox_762x54_20Rnd,	*,		200,	120
		AmmoBox_308WinTracer_20Rnd,		*,		160,	80
		AmmoBox_545x39Tracer_20Rnd,		*,		160, 	80
		AmmoBox_556x45Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x39Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x54Tracer_20Rnd,		*,		400,	200

	<Category> Магазины
		Mag_IJ70_8Rnd,			M,		30,		15
		Mag_CZ75_15Rnd,			M,		40,		20
		Mag_Glock_15Rnd,		M,		40,		20
		Mag_MKII_10Rnd,			M,		40,		20
		Mag_1911_7Rnd,			M,		40,		20
		Mag_FNX45_15Rnd,		M,		40,		20
		Mag_CZ527_5rnd,			M,		60,		30
		Mag_CZ61_20Rnd,			M,		100,	50
		Mag_UMP_25Rnd,			M,		150,	75
		Mag_MP5_30Rnd,			M,		200,	100
		Mag_FAL_20Rnd,			M,		100,	50
		Mag_Saiga_5Rnd,			M,		100,	50
		Mag_Saiga_8Rnd,			M,		220,	60
		Mag_Saiga_Drum20Rnd,	M,		480,	110
		Mag_AKM_30Rnd,			M,		220,	110
		Mag_AKM_Palm30Rnd,		M,		220,	110
		Mag_AKM_Drum75Rnd,		M,		480,	220
		Mag_AK101_30Rnd,		M,		220,	110
		Mag_AK74_30Rnd,			M,		220,	110
		Mag_STANAG_30Rnd,		M,		220,	110
		Mag_STANAGCoupled_30Rnd,M,		480,	220
		Mag_CMAG_10Rnd,			M,		120,	60
		Mag_CMAG_20Rnd,			M,		180,	80
		Mag_CMAG_30Rnd,			M,		220,	110
		Mag_CMAG_40Rnd,			M,		300,	150
		Mag_VSS_10Rnd,			M,		220,	110
		Mag_SVD_10Rnd,			M,		250,	125
		Mag_308WinSnaploader_2Rnd,		M,		250,	125
		MSFC_OSV96_5rnd_Mag,	*,		500,		250
			MSFC_Ammo_127x108,	*,		500,		250
			MSFC_PP19_Vityaz_Mag_30Rnd,	*,		500,		250
			MSFC_L96A1_5_Rnd_Mag,	*,		500,		250
			MSFC_Barret_10rnd_Mag,	*,		500,		250
			MSFC_Ammo_50BMG,	*,		100,		40
			MSFC_AR15_9mm_mag,	*,		500,		250
			MSFC_P250_Mag_15Rnd,	*,		500,		250
			MSFC_ORSIS_T5000_10_Rnd_Mag,	*,		500,		250
			MSFC_DRUM762_Mag_75Rnd,	*,		500,		250
			MSFC_RPK74_Mag_45Rnd,	*,		500,		250
			MSFC_STANAG556_Mag_30Rnd,	*,		500,		250
			MSFC_PMAG556_Mag_30Rnd,	*,		500,		250
			MSFC_PMAG762_Mag_30Rnd,	*,		500,		250
			MSFC_SCAR17_Mag_20Rnd,	*,		350,		125
			MSFC_RPK_Mag_45Rnd,	*,		350,		125
			MSFC_Tigr308_10_Rnd,	*,		350,		125
			MSFC_PMAG556_Mag_30Rnd_Green,	*,		350,		125
			MSFC_PMAG556_Mag_30Rnd_Desert,	*,		350,		125
			MSFC_PMAG762_Mag_30Rnd_Green,	*,		350,		125
			MSFC_PMAG762_Mag_30Rnd_Desert,	*,		350,		125
			MP9_Magazine, *, 100, 50
			BigDeag_Magazine, *, 250, 50
			Thompson_StickMag, *, 300, 50
			Thompson_DrumMag, *, 1000, 500
			MP7_Magazine, *, 300, 50
			MP7_DrumMagazine, *, 2000, 500
			OPSKS_Magazine, *, 500, 50
			KDMR_Magazine, *, 200, 50
			M14_Magazine, *, 500, 50
			M14_Magazine_dual, *, 800, 250
			M14_Magazine_Extended, *, 1000, 250
			Steel_10rnd_Magazine, *, 100, 50
			Steel_20rnd_Magazine, *, 200, 50
			Steel_30rnd_Magazine, *, 300, 50
			Steel_100rnd_Magazine, *, 1000, 500
			Polymer_30rnd_Magazine, *, 400, 50
			Polymer_40rnd_Magazine, *, 500, 250
			Polymer_60rnd_Magazine, *, 1000, 500
			SA58_Magazine, *, 300, 50
			SA58_Drum_Magazine, *, 1000, 500
			Asval_Magazine, *, 100, 50
			Asval_Magazine_Dual, *, 1000, 500
			Asval_Magazine_Extended, *, 1200, 500
			RPK16_DrumMagazine, *, 1500, 500
			SR25_Magazine, *, 700, 50
			R700_Magazine, *, 800, 100
			m200_Magazine, *, 2000, 100

	<Category> Рукоятки
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		150,	75
		AK_WoodHndgrd,			*,		200,	100
		AK_RailHndgrd,			*,		200,	100
		AK_PlasticHndgrd,		*,		200,	100
		M4_PlasticHndgrd,		*,		150,	75
		M4_RISHndgrd,			*,		200,	100
		M4_MPHndgrd,			*,		200,	100
		MSFC_AK_Zenitco_Handguard,	*,		500,		250
		Asgrip1, *, 1000, 500
		VerticalGrip_Black, *, 1000, 500
		Bipod_Black, *, 1000, 500

	<Category> Упоры
		MP5k_StockBttstck,		*,		100,	50
		Fal_OeBttstck,			*,		100,	50
		Fal_FoldingBttstck,		*,		150,	75
		Saiga_Bttstck,			*,		150,	75
		AKS74U_Bttstck,			*,		150,	75
		AK74_WoodBttstck,		*,		150,	75
		AK_PlasticBttstck,		*,		100,	50
		AK_WoodBttstck,			*,		150,	75
		AK_FoldingBttstck,		*,		250,	125
		M4_OEBttstck,			*,		150,	75
		M4_CQBBttstck,			*,		150,	75
		M4_MPBttstck,			*,		150,	75
		MSFC_AK_Tactical_Buttstck,	*,		500,		250
		PGEN3_Black, *, 2000, 1000
		HKE1_Black, *, 2000, 1000
		ETATH_Black, *, 2000, 1000

	<Category> Оптика
		M4_CarryHandleOptic,	*,		150,	60
		BUISOptic,				*,		150,	60
		FNP45_MRDSOptic,		*,		250,	100
		ACOGOptic,				*,		300,	120
		M68Optic,				*,		500,	200
		M4_T3NRDSOptic,			*,		500,	200
		KobraOptic,				*,		600,	250
		KashtanOptic,			*,		700,	300
		PUScopeOptic,			*,		900,	500
		HuntingOptic,			*,		1000,	550
		PSO1Optic,				*,		1100,	600
		PSO11Optic,				*,		1400,	840
		KazuarOptic,			*,		2200,	1400
		MSFC_OSV_Optic,	*,		2000,		500
		MSFC_BarretOptic,	*,		12000,		5000
		spectreds, *, 10000, 2000
		HoloSight, *, 1000, 500
		T1, *, 1000, 500
		M14Rail, *, 1000, 500
		ASVALRail, *, 1000, 500


	<Category> Глушители
		PistolSuppressor,		*,		150,	75
		AK_Suppressor,			*,		250,	125
		M4_Suppressor,			*,		250,	125
		MSFC_DHG_Suppressor,	*,		500,		250
    MSFC_PBS4_Suppressor,	*,		500,		250
    MSFC_SWR_PistolSuppressor,	*,		500,		250

	<Category> Компенсаторы
		Mosin_Compensator,		*,		150,	75
		MP5_Compensator,		*,		200,	100

	<Category> Ножи для оружия
		Mosin_Bayonet,			*,		100,	60
		M9A1_Bayonet,			*,		150,	75
		AK_Bayonet,				*,		150,	75
		SKS_Bayonet,			*,		100,	60

	<Category> Фонари
		Universallight,			*,		120,	60


		<Trader> Clothing Trader
		<Category>Multicam Snow
		MSFC_JPC_Vest_MulticamSnow,						*,		2500,		1300
		MSFC_TAC_TEC_Vest_MulticamSnow,				*,		2500,		1300
		MSFCUKVestMulticamSnow,								*,		4100,		1000
		MSFCTacVestMulticamSnow,							*,		6000,		2900
		MSFCTacVestMulticamSnowLogo,					*,		6000,		2900
		MSFCTacVestMulticamSnowMedic,					*,		6000,		2900
		MSFC_Defender_Vest_MulticamSnow,			*,		9000,		5200
		MSFCPlateCarrierVestMulticamSnow,			*,		35000,	20000
		MSFCPlateCarrierVestMulticamSnowLogo,	*,		35000,	20000
		MSFCPlateCarrierVestMulticamSnowMedic,*,		35000,	20000
		MSFCPressVestMulticamSnow,						*,		4100,		2200
		MSFCSmershVestMulticamSnow,						*,		3500,		1900
		MSFCEmpty_Mags_Bag_MulticamSnow,			*,		600,		300
		MSFC_IFAK_MulticamSnow,								*,		700,		350
		MSFCM65MulticamSnow,									*,		2900,		1500
		MSFCPantsMulticamSnow,								*,		950,		450
		MSFCPCU5MulticamSnowPartComander,			*,		1200,		850
		MSFCPCU5MulticamSnowComander,					*,		1200,		850
		MSFCPCU5MulticamSnowMedic,						*,		1200,		850
		MSFCPCU5MulticamSnowReconnaissance,		*,		1200,		850
		MSFCPCU5MulticamSnowSniper,						*,		1200,		850
		MSFCPCU5MulticamSnowSapper,						*,		1200,		850
		MSFCPCU5MulticamSnowMachineGun,				*,		1200,		850
		MSFCPCU5MulticamSnowEngineer,					*,		1200,		850
		MSFCPCU5MulticamSnowTrooper,					*,		1200,		850
		MSFCPCU5MulticamSnowSupply,						*,		1200,		850
		MSFCPCU5MulticamSnowNoPatch,					*,		1000,		800
		MSFCCapMulticamSnow,									*,		400,		200
		MSFCGorkaJMulticamSnow,								*,		1600,		950
		MSFCGorkaJMulticamSnowNoPatch,				*,		1500,		700
		MSFCGorkaPMulticamSnow,								*,		900,		400
		MSFCGlovesMulticamSnow,								*,		850,		400
		MSFCBootsMulticamSnow,								*,		750,		350
		MSFCBootsLowaMulticamSnow,						*,		750,		350
		MSFCBootsTrekkingMulticamSnow,				*,		750,		350
		MSFCLowaZephyrBootsMulticamSnow,			*,		1800,		950
		MSFCTShirtMulticamSnow,								*,		1300,		650
		MSFCBeanieHatMulticamSnow,						*,		670,		320
		MSFCBoonieHatMulticamSnow,						*,		670,		320
		MSFCMulticamSnowMask,									*,		600,		300
		MSFCTacticalMaskMulticamSnow,					*,		600,		300
		MSFCBandanaMulticamSnowMask,					*,		700,		350
		MSFCBandanaMulticamSnow,							*,		750,		360
		MSFCHoodMulticamSnow,									*,		3000,		1600
		MSFCTortilaMulticamSnow,							*,		4700,		2400
		MSFCPlateHolsterMulticamSnow,					*,		3300,		1250
		MSFCPlatePouchesMulticamSnow,					*,		4300,		1800
		MSFCGorkaHelmetMulticamSnow,					*,		6500,		3700
		MSFCMich2000HelmetMulticamSnow,				*,		4900,		2600
		MSFCMich2001MulticamSnow,							*,		5200,		2500
		MSFCSweaterMulticamSnow,							*,		450,		200
		MSFCOpsCoreMulticamSnow,							*,		5100,		2450
		MSFCPouchCargoMulticamSnow,						*,		600,		350
		MSFCPouchIFAKMulticamSnow,						*,		600,		300
		MSFC_FaceMack_MulticamSnow,						*,		800,		400
		MSFC_TacticalBelt_MulticamSnow,				*,		9600,		4200
		MSFC_TacticalBeltMedium_MulticamSnow,	*,		6000,		3900
		MSFC_TacticalBeltSmall_MulticamSnow,	*,		4500,		2550
		MSFC_TacticalBeltLite_MulticamSnow,		*,		3000,		3500
		MSFC_WarBelt_MulticamSnow,						*,		1500,		700
		MSFCBackpackPegasusMulticamSnow,			*,		11800,	1000
		MSFCBackpackCargoMulticamSnow,				*,		9990,		4600
		MSFC_BIG_BACKPACK_MulticamSnow,				*,		17000,	9000
		MSFC_SMALL_BACKPACK_MulticamSnow,			*,		2700,		1150
		MSFCCoyoteBagMulticamSnow,						*,		4800,		2400
		MSFCAssaultBagMulticamSnow,						*,		1900,		900
		MSFCAssaultBagMulticamSnowMedic,			*,		1900,		900
		MSFCAliceBagMulticamSnow,							*,		8000,		4900
		MSFCMountainBagMulticamSnow,					*,		9500,		5950
		MSFCSmershBagMulticamSnow,						*,		1200,		700
		MSFCSmershBagMedicMulticamSnow,				*,		900,		500
		MSFC_BottlePouch_MulticamSnow,				*,		400,		200
		MSFC_TacticalCap_MulticamSnow,				*,		400,		200
		MSFC_G3Pants_MulticamSnow,						*,		950,		400


			<Category> Glasses
				SportGlasses_Orange,												*,		100,		80
				SportGlasses_Blue,													*,		180,		90
				SportGlasses_Black,													*,		200,		100
				SportGlasses_Green,													*,		200,		100
				ThinFramesGlasses,													*,		200,		100
				ThickFramesGlasses,													*,		230,		110
				DesignerGlasses,														*,		300,		150
				AviatorGlasses,															*,		400,		200
				TacticalGoggles,														*,		600,		300
				NVGHeadstrap,																*,		200,		120
				MSFC_BBB_ComanderGlasses_Black,							*,		400,		250
				MSFC_BOLLE_COBRA_Glasses_Black,							*,		400,		250
				MSFC_Bolle_Contour_PlatinumGlasses_Black,		*,		400,		250
				MSFC_ESS_CrossbowGlasses_Black,							*,		400,		250
				MSFC_Oakley_M_FrameGlasses_Black,						*,		600,		250
				MSFC_Oakley_M_FrameGlasses_Gray,						*,		600,		250
				MSFC_Oakley_M_FrameGlasses_Purple,					*,		600,		250
				MSFC_Oakley_M_FrameGlasses_Pink,						*,		600,		250
				MSFC_Oakley_M_FrameGlasses_Orange,					*,		600,  	250
				MSFC_Oakley_M_FrameGlasses_Green,						*,		800, 		350
				MSFC_ESS_ICEGlasses_Black,									*,		900, 		380
				MSFC_ESS_RollBarGlasses_Black,							*,		900, 		380
				MSFC_BallisticGoggles_Green,								*,		600,		250
				MSFC_BallisticGoggles_Black,								*,		600,		250
				MSFC_BallisticGoggles_Desert,								*,		600,		250
				MSFC_TacticalGoggles_Black,									*,		600,		250
				MSFC_TacticalGoggles_Green,									*,		600,		250
				MSFC_TacticalGoggles_Desert,								*,		600,		250
				MSFC_TacticalGoggles_Gray,									*,		600,		250
				MSFC_TacticalGoggles_White,									*,		600,		250

			<Category> Armbands
				Armband_Pink,																*,		150,		50
				Armband_Yellow,															*,		150,		50
				Armband_Orange,															*,		150,		50
				Armband_Red,																*,		150,		50
				Armband_Blue,																*,		150,		50
				Armband_White,															*,		150,		50
				Armband_Black,															*,		150,		50
				Armband_Green,															*,		150,		50

			<Category> Gloves
				SurgicalGloves_LightBlue,										*,		50,			10
				SurgicalGloves_Blue,												*,		50,			10
				SurgicalGloves_White,												*,		50,			10
				SurgicalGloves_Green,												*,		50,			10
				WorkingGloves_Yellow,												*,		250,		60
				WorkingGloves_Beige,												*,		300,		80
				WorkingGloves_Brown,												*,		300,		80
				WorkingGloves_Black,												*,		300,		80
				TacticalGloves_Beige,												*,		350,		100
				TacticalGloves_Black,												*,		350,		100
				TacticalGloves_Green,												*,		350,		100
				OMNOGloves_Gray,														*,		400,		120
				OMNOGloves_Brown,														*,		400,		120
				MSFCGlovesMulticamBlack,										*,		430,		170
				MSFCGlovesSURPAT,														*,		430,		170
				MSFCDigitalNavyGloves,											*,		430,		170
				MSFCGlovesMulticamTropic,										*,		430,		170
				MSFCGlovesMulticam,													*,		430,		170
				MSFCBlackCamoGloves,												*,		430,		170
				MSFCFlecktarnGloves,												*,		430,		170
				MSFCBlackTekStoGloves,											*,		430,		170
				MSFCRussianMilitaryGloves,									*,		430,		170
				MSFCACUGloves,															*,		430,		170
				MSFCGlovesSURPATDesert,											*,		430,		170
				MSFCGlovesATACSAU,													*,		430,		170
				MSFCGlovesATACSAU,													*,		430,		170

			<Category> Hats & Caps
				MedicalScrubsHat_Blue,											*,		100,		50
				MedicalScrubsHat_White,											*,		100,		50
				MedicalScrubsHat_Green,											*,		100,		50
				Bandana_Polkapattern,												*,		100,		50
				Bandana_Redpattern,													*,		100,		50
				Bandana_Blackpattern,												*,		100,		50
				Bandana_Greenpattern,												*,		100,		50
				Bandana_Camopattern,												*,		100,		50
				BaseballCap_CMMG_Pink,											*,		120,		50
				BaseballCap_Pink,														*,		120,		50
				BaseballCap_Red,														*,		120,		50
				BaseballCap_Blue,														*,		120,		50
				BaseballCap_Beige,													*,		120,		50
				BaseballCap_CMMG_Black,											*,		120,		50
				BaseballCap_Black,													*,		130,		50
				BaseballCap_Olive,													*,		140,		50
				BaseballCap_Camo,														*,		160,		50
				PrisonerCap,																*,		160,		50
				BoonieHat_Orange,														*,		160,		50
				BoonieHat_Red,															*,		160,		50
				BoonieHat_Blue,															*,		160,		50
				BoonieHat_NavyBlue,													*,		160,		50
				BoonieHat_Black,														*,		170,		50
				BoonieHat_Tan,															*,		180,		60
				BoonieHat_Olive,														*,		180,		60
				BoonieHat_DPM,															*,		200,		70
				BoonieHat_Dubok,														*,		200,		70
				BoonieHat_Flecktran,												*,		200,		70
				CowboyHat_Brown,														*,		200,		70
				CowboyHat_darkBrown,												*,		200,		70
				CowboyHat_black,														*,		200,		70
				CowboyHat_green,														*,		200,		70
				PilotkaCap,																	*,		250,		70
				OfficerHat,																	*,		250,		70
				PoliceCap,																	*,		250,		70
				MSFC_Beret_Red,															*,		260,		65
				MSFC_Beret_Green,														*,		260,		65
				MSFC_Beret_Black,														*,		260,		65
				MSFC_Beret_Blue,														*,		260,		65
				MSFC_Beret_Orange,													*,		260,		65
				MSFC_Beret_NavyBlue,												*,		260,		65
				MSFC_Beret_Burgundy,												*,		260,		65
				MilitaryBeret_ChDKZ,												*,		260,		70
				MilitaryBeret_Red,													*,		260,		70
				MilitaryBeret_UN,														*,		260,		70
				MilitaryBeret_CDF,													*,		270,		70
				MilitaryBeret_NZ,														*,		270,		70
				BeanieHat_Pink,															*,		300,		80
				BeanieHat_Red,															*,		300,		80
				BeanieHat_Blue,															*,		300,		80
				BeanieHat_Grey,															*,		300,		80
				BeanieHat_Beige,														*,		300,		80
				BeanieHat_Brown,														*,		300,		80
				BeanieHat_Black,														*,		310,		80
				BeanieHat_Green,														*,		320,		90
				FlatCap_Red,																*,		320,		80
				FlatCap_Blue,																*,		320,		80
				FlatCap_BrownCheck,													*,		320,		80
				FlatCap_GreyCheck,													*,		320,		80
				FlatCap_Grey,																*,		320,		80
				FlatCap_Brown,															*,		320,		80
				FlatCap_Black,															*,		320,		80
				FlatCap_BlackCheck,													*,		320,		80
				ZmijovkaCap_Red,														*,		360,		90
				ZmijovkaCap_Blue,														*,		360,		90
				ZmijovkaCap_Brown,													*,		360,		90
				ZmijovkaCap_Black,													*,		370,		90
				ZmijovkaCap_Green,													*,		380,		100
				RadarCap_Red,																*,		400,		100
				RadarCap_Blue,															*,		400,		100
				RadarCap_Brown,															*,		400,		100
				RadarCap_Black,															*,		420,		100
				RadarCap_Green,															*,		450,		120
				Ushanka_Blue,																*,		500,		150
				Ushanka_Black,															*,		500,		150
				Ushanka_Green,															*,		550,		180
				MSFCBeanieHatSURPAT,												*,		430,		170
				MSFCBoonieHatSURPAT,												*,		430,		170
				MSFCBoonieHatSURPATDesert,									*,		430,		170
				MSFCBeanieHatMulticamBlack,									*,		430,		170
				MSFCBoonieHatMulticamBlack,									*,		430,		170
				MSFCBeanieHatMulticamTropic,								*,		430,		170
				MSFCBoonieHatMulticamTropic,								*,		430,		170
				MSFCBeanieHatMulticam,											*,		430,		170
				MSFCBoonieHatMulticam,											*,		430,		170
				//MilitaryGear_BoonieHat_PartizanM,						*,		300,		120
				//MilitaryGear_BoonieHat_Duckhunter,					*,		300,		120
				//MilitaryGear_BoonieHat_Multicam,						*,		300,		120
				//MilitaryGear_BoonieHat_Splinter,						*,		300,		120
				//MilitaryGear_BoonieHat_Splinter_Dark,				*,		300,		120
				//MilitaryGear_BoonieHat_Tiger,								*,		300,		120
				//MilitaryGear_BoonieHat_Woodland,						*,		300,		120
				//MilitaryGear_BoonieHat_FLT,									*,		300,		120
				//MilitaryGear_BoonieHat_DPM,									*,		300,		120
				//MilitaryGear_BoonieHat_MPAT,								*,		300,		120
				//MilitaryGear_BoonieHat_Partizan,						*,		300,		120
				//MilitaryGear_BoonieHat_Skol,								*,		300,		120
				//MilitaryGear_BoonieHat_ATACS,								*,		300,		120
				//MilitaryGear_BoonieHat_CADPAT,							*,		300,		120
				//MilitaryGear_BoonieHat_Tropic,							*,		300,		120
				//MilitaryGear_BoonieHat_Yeger,								*,		300,		120
				MSFCBeanieHatATACSAU,												*,		300,		100
				MSFCBoonieHatATACSAU,												*,		300,		100
				MSFCBeanieHatATACSAU,												*,		300,		100
				MSFCBoonieHatATACSAU,												*,		300,		100
				MSFCBandanaMulticamBlack,										*,		300,		100
				MSFCBandanaMulticamTropic,									*,		300,		100
				MSFCBandanaMulticam,												*,		300,		100
				MSFCBandanaSURPATDesert,										*,		300,		100
				//MilitaryGear_Bandana_Black,									*,		300,		100
				//MilitaryGear_Bandana_Brown,									*,		300,		100
				//MilitaryGear_Bandana_PartizanM,							*,		300,		100
				//MilitaryGear_Bandana_Duckhunter,						*,		300,		100
				//MilitaryGear_Bandana_Multicam,							*,		300,		100
				//MilitaryGear_Bandana_Splinter,							*,		300,		100
				//MilitaryGear_Bandana_Splinter_Dark,					*,		300,		100
				//MilitaryGear_Bandana_Tiger,									*,		300,		100
				//MilitaryGear_Bandana_Woodland,							*,		300,		100
				//MilitaryGear_Bandana_FLT,										*,		300,		100
				//MilitaryGear_Bandana_DPM,										*,		300,		100
				//MilitaryGear_Bandana_MPAT,									*,		300,		100
				//MilitaryGear_Bandana_Partizan,							*,		300,		100
				//MilitaryGear_Bandana_Skol,									*,		300,		100
				//MilitaryGear_Bandana_ATACS,									*,		300,		100
				//MilitaryGear_Bandana_CADPAT,								*,		300,		100
				//MilitaryGear_Bandana_Tropic,								*,		300,		100
				//MilitaryGear_Bandana_Yeger,									*,		300,		100
				MSFCBandanaSURPAT,													*,		300,		100
				MSFCBandanaATACSAU,													*,		300,		100
				MSFCBandanaATACSAU,													*,		300,		100
				//MilitaryGear_Beanie_Yeger,									*,		300,		100
				//MilitaryGear_Beanie_PartizanM,							*,		300,		100
				//MilitaryGear_Beanie_Duckhunter,							*,		300,		100
				//MilitaryGear_Beanie_Multicam,								*,		300,		100
				//MilitaryGear_Beanie_Splinter,								*,		300,		100
				//MilitaryGear_Beanie_Splinter_Dark,					*,		300,		100
				//MilitaryGear_Beanie_Tiger,									*,		300,		100
				//MilitaryGear_Beanie_Woodland,								*,		300,		100
				//MilitaryGear_Beanie_FLT,										*,		300,		100
